,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
32895,3,Apartment,1285,Kanjurmarg,Ready to move,New,258.0,20077.821011673153
32902,2,Apartment,860,Malad West,Ready to move,Resale,192.0,22325.581395348836
32903,2,Apartment,860,Malad West,Ready to move,Resale,192.0,22325.581395348836
32904,2,Apartment,860,Malad West,Under Construction,New,192.0,22325.581395348836
32905,2,Apartment,762,Borivali West,Under Construction,New,204.99999999999997,26902.887139107606
32906,3,Apartment,1100,Borivali West,Under Construction,New,297.0,27000.0
32907,3,Apartment,1100,Borivali West,Under Construction,New,297.0,27000.0
32908,3,Apartment,1076,Borivali West,Under Construction,New,290.0,26951.67286245353
32909,3,Apartment,1076,Borivali West,Under Construction,New,290.0,26951.67286245353
32910,3,Apartment,1075,Borivali West,Under Construction,New,290.0,26976.74418604651
32911,3,Apartment,1075,Borivali West,Under Construction,New,290.0,26976.74418604651
32912,3,Apartment,1078,Borivali West,Under Construction,New,291.0,26994.43413729128
32913,3,Apartment,1078,Borivali West,Under Construction,New,291.0,26994.43413729128
32914,3,Apartment,1153,Borivali West,Under Construction,New,311.0,26973.113616652212
32915,3,Apartment,1153,Borivali West,Under Construction,New,311.0,26973.113616652212
32916,2,Apartment,779,Borivali West,Under Construction,New,210.0,26957.637997432605
32917,2,Apartment,779,Borivali West,Under Construction,New,210.0,26957.637997432605
32918,2,Apartment,745,Borivali West,Under Construction,New,200.99999999999997,26979.865771812074
32919,2,Apartment,745,Borivali West,Under Construction,New,200.99999999999997,26979.865771812074
32920,2,Apartment,876,Borivali West,Under Construction,New,236.0,26940.639269406394
32921,2,Apartment,876,Borivali West,Under Construction,New,236.0,26940.639269406394
32922,3,Apartment,1132,Borivali West,Under Construction,New,305.0,26943.4628975265
32923,3,Apartment,1132,Borivali West,Under Construction,New,305.0,26943.4628975265
32924,2,Apartment,868,Thane West,Under Construction,New,167.0,19239.63133640553
32925,1,Apartment,539,Malad East,Under Construction,New,91.99,17066.79035250464
32931,1,Apartment,434,Kandivali West,Under Construction,New,72.0,16589.861751152075
32932,3,Apartment,1330,Malad East,Ready to move,Resale,350.0,26315.78947368421
32934,2,Apartment,690,Malad East,Ready to move,Resale,135.0,19565.217391304348
32935,2,Apartment,880,Malad East,Ready to move,New,175.0,19886.363636363636
32936,1,Apartment,518,Malad East,Under Construction,Resale,89.0,17181.467181467182
32942,2,Apartment,500,Andheri West,Under Construction,New,219.0,43800.0
32943,2,Apartment,500,Andheri West,Under Construction,New,219.0,43800.0
32944,3,Apartment,902,Andheri West,Under Construction,New,325.0,36031.042128603105
32945,3,Apartment,902,Andheri West,Under Construction,New,325.0,36031.042128603105
32946,2,Apartment,693,Andheri West,Under Construction,New,229.99999999999997,33189.03318903319
32947,2,Apartment,693,Andheri West,Under Construction,New,229.99999999999997,33189.03318903319
32948,3,Apartment,857,Andheri West,Under Construction,New,305.0,35589.26487747958
32949,3,Apartment,857,Andheri West,Under Construction,New,305.0,35589.26487747958
