,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
10869,2,Apartment,890,Owale,Ready to move,Resale,78.99,8875.280898876403
10872,2,Apartment,850,Sanpada,Ready to move,Resale,120.0,14117.64705882353
10873,2,Apartment,800,Powai,Under Construction,New,173.0,21625.0
10875,1,Apartment,600,Mira Road East,Ready to move,Resale,58.0,9666.666666666666
10884,2,Apartment,788,Ghatkopar East,Under Construction,New,145.0,18401.015228426397
10890,2,Apartment,800,Kandivali West,Ready to move,Resale,125.0,15625.0
10892,1,Apartment,400,Kandivali East,Ready to move,Resale,78.0,19500.0
10894,1,Apartment,600,Thane West,Under Construction,New,42.0,7000.0
10900,3,Apartment,1388,Chembur,Ready to move,New,299.0,21541.78674351585
10901,3,Apartment,1400,Chembur,Ready to move,New,300.0,21428.571428571428
10902,2,Apartment,888,Chembur,Ready to move,Resale,150.0,16891.891891891893
10903,3,Apartment,1500,Chembur,Ready to move,Resale,340.0,22666.666666666668
10909,3,Apartment,1300,Deonar,Ready to move,Resale,315.0,24230.76923076923
10913,3,Apartment,1400,Chembur,Ready to move,Resale,259.0,18500.0
10914,3,Apartment,1450,Chembur,Under Construction,Resale,322.0,22206.896551724138
10915,2,Apartment,900,Chembur,Under Construction,New,150.0,16666.666666666668
10916,3,Apartment,1100,Chembur,Under Construction,New,300.0,27272.727272727272
10917,2,Apartment,900,Chembur,Under Construction,New,142.0,15777.777777777777
10918,2,Apartment,895,Chembur,Under Construction,New,122.0,13631.284916201117
10919,3,Apartment,1000,Chembur,Under Construction,Resale,215.0,21500.0
10920,2,Apartment,900,Chembur,Ready to move,Resale,130.0,14444.444444444445
10922,1,Apartment,508,Chembur,Under Construction,New,72.0,14173.228346456694
10925,2,Apartment,900,Mira Road East,Ready to move,New,93.25,10361.111111111111
10926,2,Apartment,900,Mira Road East,Ready to move,New,94.0,10444.444444444445
10927,2,Apartment,900,Mira Road East,Ready to move,New,94.25,10472.222222222223
10929,3,Apartment,1400,Chembur,Ready to move,Resale,259.0,18500.0
10930,3,Apartment,1450,Chembur,Under Construction,Resale,322.0,22206.896551724138
10931,2,Apartment,900,Chembur,Under Construction,New,150.0,16666.666666666668
10932,3,Apartment,1100,Chembur,Under Construction,New,300.0,27272.727272727272
10933,2,Apartment,900,Chembur,Under Construction,New,142.0,15777.777777777777
10934,2,Apartment,895,Chembur,Under Construction,New,122.0,13631.284916201117
10935,3,Apartment,1000,Chembur,Under Construction,Resale,215.0,21500.0
10936,2,Apartment,900,Chembur,Ready to move,Resale,130.0,14444.444444444445
10938,1,Apartment,508,Chembur,Under Construction,New,72.0,14173.228346456694
10943,2,Apartment,800,Deonar,Ready to move,New,174.0,21750.0
10945,3,Apartment,1380,Chembur,Under Construction,New,305.0,22101.44927536232
10946,4,Apartment,1780,Chembur,Under Construction,New,430.0,24157.303370786518
10948,3,Apartment,1320,Chembur,Ready to move,New,212.0,16060.60606060606
10951,4,Apartment,1900,Chembur,Under Construction,New,370.0,19473.684210526317
10953,2,Apartment,888,Chembur,Under Construction,New,118.0,13288.288288288288
10954,2,Apartment,886,Chembur,Under Construction,New,121.0,13656.884875846501
10955,1,Apartment,508,Chembur,Under Construction,New,71.0,13976.377952755905
10957,2,Apartment,888,Chembur,Ready to move,New,145.0,16328.82882882883
10958,3,Apartment,1002,Chembur,Ready to move,New,162.0,16167.664670658683
10960,1,Apartment,588,Chembur,Ready to move,New,105.0,17857.14285714286
10961,3,Apartment,1120,Deonar,Ready to move,Resale,305.0,27232.14285714286
10962,1,Apartment,589,Deonar,Ready to move,Resale,132.0,22410.865874363328
10965,3,Apartment,1320,Chembur,Ready to move,New,305.0,23106.060606060608
10969,3,Apartment,1238,Chembur,Ready to move,New,272.0,21970.92084006462
10970,1,Apartment,508,Chembur,Under Construction,New,65.0,12795.27559055118
10971,2,Apartment,789,Chembur,Under Construction,New,103.0,13054.499366286438
10972,3,Apartment,1020,Chembur,Under Construction,New,148.0,14509.803921568628
10976,3,Apartment,1360,Chembur,Under Construction,New,268.0,19705.882352941175
11002,2,Apartment,765,Mira Road East,Ready to move,New,71.0,9281.045751633987
11009,2,Apartment,840,Mira Road East,Under Construction,New,81.0,9642.857142857143
11010,2,Apartment,840,Mira Road East,Under Construction,New,81.25,9672.619047619048
11011,2,Apartment,740,Mira Road East,Under Construction,New,82.0,11081.081081081082
11012,2,Apartment,840,Mira Road East,Under Construction,New,81.5,9702.380952380952
11013,2,Apartment,840,Mira Road East,Under Construction,New,82.0,9761.904761904761
11014,2,Apartment,780,Mira Road East,Under Construction,New,83.0,10641.02564102564
11015,2,Apartment,780,Mira Road East,Under Construction,New,83.0,10641.02564102564
11016,2,Apartment,780,Mira Road East,Under Construction,New,83.0,10641.02564102564
11022,1,Apartment,539,Mira Road East,Under Construction,New,75.0,13914.65677179963
11023,1,Apartment,539,Mira Road East,Under Construction,New,72.0,13358.070500927644
11024,1,Apartment,550,Mira Road East,Under Construction,New,68.33,12423.636363636364
11025,1,Apartment,539,Mira Road East,Under Construction,New,72.5,13450.834879406308
11032,2,Apartment,780,Mira Road East,Under Construction,New,84.0,10769.23076923077
11121,3,Apartment,1490,Thane West,Ready to move,Resale,260.0,17449.664429530203
11123,5,Apartment,2600,Goregaon East,Ready to move,Resale,600.0,23076.923076923078
11125,1,Apartment,600,Malad East,Under Construction,New,97.0,16166.666666666666
11126,3,Apartment,1100,Goregaon East,Under Construction,New,240.0,21818.18181818182
11128,3,Apartment,1200,Malad East,Ready to move,Resale,245.00000000000003,20416.66666666667
11140,4,Apartment,2000,Malad East,Ready to move,Resale,450.0,22500.0
11141,2,Apartment,900,Malad East,Ready to move,Resale,200.0,22222.222222222223
11143,3,Apartment,1300,Malad East,Ready to move,Resale,270.0,20769.23076923077
11146,1,Apartment,550,Goregaon East,Ready to move,Resale,100.0,18181.81818181818
11152,1,Apartment,600,Malad East,Ready to move,Resale,125.0,20833.333333333332
11174,3,Apartment,1485,Mira Road East,Under Construction,New,122.0,8215.488215488216
11184,3,Apartment,1205,Mira Road East,Under Construction,New,136.0,11286.30705394191
11187,2,Apartment,795,Mira Road East,Ready to move,New,78.0,9811.32075471698
11189,2,Apartment,795,Mira Road East,Ready to move,New,78.55,9880.503144654089
11193,2,Apartment,864,Mira Road East,Under Construction,New,99.11,11471.064814814816
11195,2,Apartment,780,Mira Road East,Under Construction,New,84.0,10769.23076923077
11197,2,Apartment,780,Mira Road East,Ready to move,Resale,85.0,10897.435897435897
11254,2,Apartment,780,Mira Road East,Ready to move,New,92.5,11858.97435897436
11282,2,Apartment,840,Mira Road East,Under Construction,New,81.8,9738.095238095239
11284,2,Apartment,780,Mira Road East,Under Construction,New,95.0,12179.48717948718
11287,2,Apartment,780,Mira Road East,Ready to move,New,92.5,11858.97435897436
11323,2,Apartment,864,Mira Road East,Under Construction,New,99.11,11471.064814814816
11325,2,Apartment,780,Mira Road East,Under Construction,New,84.0,10769.23076923077
11327,2,Apartment,780,Mira Road East,Ready to move,Resale,85.0,10897.435897435897
11341,3,Apartment,1485,Mira Road East,Under Construction,New,122.0,8215.488215488216
11351,3,Apartment,1205,Mira Road East,Under Construction,New,136.0,11286.30705394191
11354,2,Apartment,780,Mira Road East,Ready to move,New,83.2,10666.666666666666
11360,2,Apartment,780,Mira Road East,Ready to move,New,85.12,10912.820512820514
11365,3,Apartment,1450,Mira Road East,Ready to move,New,157.0,10827.586206896553
11371,3,Apartment,1200,Mira Road East,Ready to move,New,135.0,11250.0
11380,2,Apartment,780,Mira Road East,Ready to move,New,95.0,12179.48717948718
11386,4,Apartment,2000,Kandivali East,Ready to move,Resale,450.0,22500.0
11387,3,Apartment,1200,Mira Road East,Ready to move,New,135.0,11250.0
11396,2,Apartment,780,Mira Road East,Ready to move,New,95.0,12179.48717948718
11401,1,Apartment,500,Vikhroli,Ready to move,Resale,80.0,16000.0
11404,3,Apartment,1500,Kandivali East,Ready to move,Resale,300.0,20000.0
11405,2,Apartment,771,Kanjurmarg,Ready to move,Resale,119.0,15434.50064850843
11406,2,Apartment,771,Kanjurmarg,Ready to move,Resale,120.0,15564.20233463035
11417,3,Apartment,1365,Mira Road East,Ready to move,New,138.0,10109.89010989011
11419,1,Apartment,450,Chembur,Under Construction,New,68.0,15111.111111111111
11420,3,Apartment,1200,Kandivali East,Ready to move,Resale,220.00000000000003,18333.333333333336
11421,3,Apartment,1500,Kandivali East,Ready to move,Resale,370.0,24666.666666666668
11428,1,Apartment,600,Virar,Under Construction,New,40.0,6666.666666666667
11433,2,Apartment,850,Dombivali,Under Construction,New,69.4,8164.705882352942
11434,1,Apartment,580,Dombivali,Under Construction,New,42.2,7275.862068965517
11437,2,Apartment,800,Chembur,Under Construction,New,177.0,22125.0
11441,2,Apartment,880,Mira Road East,Ready to move,Resale,88.0,10000.0
11444,3,Apartment,1245,Kandivali East,Ready to move,Resale,190.0,15261.044176706828
11446,2,Apartment,800,Kandivali East,Ready to move,Resale,125.0,15625.0
11448,1,Apartment,500,Kandivali East,Ready to move,Resale,100.0,20000.0
11449,1,Apartment,525,Kandivali East,Ready to move,Resale,95.0,18095.238095238095
11450,3,Apartment,1090,Kandivali East,Ready to move,Resale,175.0,16055.045871559632
11453,1,Apartment,448,Chembur,Under Construction,New,68.0,15178.57142857143
11454,2,Apartment,600,Vikhroli,Ready to move,New,125.0,20833.333333333332
11475,1,Apartment,500,Vikhroli,Under Construction,New,73.0,14600.0
11477,3,Apartment,920,Ghatkopar East,Under Construction,New,247.00000000000003,26847.826086956527
11479,3,Apartment,900,Ghatkopar East,Ready to move,New,200.0,22222.222222222223
11481,1,Apartment,520,Vikhroli,Under Construction,New,82.0,15769.23076923077
11482,1,Apartment,500,Vikhroli,Ready to move,New,80.0,16000.0
11486,1,Apartment,448,Chembur,Under Construction,New,68.0,15178.57142857143
11487,2,Apartment,600,Vikhroli,Ready to move,New,125.0,20833.333333333332
11492,1,Apartment,500,Kandivali East,Ready to move,Resale,100.0,20000.0
11493,3,Apartment,1245,Kandivali East,Ready to move,Resale,190.0,15261.044176706828
11495,2,Apartment,800,Kandivali East,Ready to move,Resale,125.0,15625.0
11497,1,Apartment,525,Kandivali East,Ready to move,Resale,95.0,18095.238095238095
11498,3,Apartment,1090,Kandivali East,Ready to move,Resale,175.0,16055.045871559632
11500,1,Apartment,525,Kandivali East,Ready to move,Resale,85.0,16190.47619047619
11501,1,Apartment,450,Kandivali East,Ready to move,Resale,75.0,16666.666666666668
11502,3,Apartment,1245,Kandivali East,Ready to move,Resale,185.0,14859.437751004016
11514,3,Apartment,1100,Chembur,Under Construction,New,199.0,18090.909090909092
11515,3,Apartment,1150,Chembur,Under Construction,New,282.0,24521.739130434784
11541,2,Apartment,880,Santacruz West,Ready to move,Resale,175.0,19886.363636363636
11547,3,Apartment,1000,Thane West,Ready to move,Resale,200.0,20000.0
11548,2,Apartment,830,Thane West,Ready to move,Resale,95.0,11445.783132530121
11550,2,Apartment,660,Kandivali East,Ready to move,Resale,120.0,18181.81818181818
11563,3,Apartment,1100,Chembur,Under Construction,New,273.0,24818.18181818182
11564,2,Apartment,900,Chembur,Under Construction,New,213.0,23666.666666666668
11565,2,Apartment,800,Chembur,Under Construction,New,136.0,17000.0
11567,1,Apartment,600,Virar,Under Construction,New,40.0,6666.666666666667
11570,2,Apartment,531,Mira Road East,Ready to move,New,90.0,16949.15254237288
11571,1,Apartment,518,Mira Road East,Under Construction,New,52.52,10138.996138996139
11577,2,Apartment,680,Mira Road East,Under Construction,New,69.0,10147.058823529413
11584,2,Apartment,710,Chembur,Under Construction,New,134.0,18873.23943661972
11585,1,Apartment,450,Vikhroli,Under Construction,New,70.0,15555.555555555555
11586,1,Apartment,420,Ghatkopar West,Ready to move,Resale,90.0,21428.571428571428
11587,1,Apartment,416,Bhandup West,Ready to move,Resale,72.0,17307.69230769231
11590,1,Apartment,450,Ghatkopar West,Under Construction,New,104.0,23111.11111111111
11592,3,Apartment,1400,Mira Road East,Under Construction,New,164.0,11714.285714285714
11601,3,Apartment,1200,Chembur,Ready to move,Resale,400.0,33333.333333333336
11614,1,Apartment,585,Dahisar,Ready to move,Resale,50.0,8547.008547008547
11616,2,Apartment,900,Malad East,Ready to move,Resale,150.0,16666.666666666668
11618,2,Apartment,900,Malad East,Ready to move,Resale,150.0,16666.666666666668
11620,1,Apartment,530,Kandivali East,Ready to move,Resale,125.0,23584.905660377357
11621,1,Apartment,530,Kandivali East,Ready to move,Resale,140.0,26415.094339622643
11622,1,Apartment,530,Kandivali East,Ready to move,Resale,130.0,24528.30188679245
11623,1,Apartment,530,Kandivali East,Ready to move,Resale,120.0,22641.509433962263
11624,1,Apartment,530,Kandivali East,Ready to move,Resale,100.0,18867.924528301886
11625,1,Apartment,530,Kandivali East,Ready to move,Resale,100.0,18867.924528301886
11626,1,Apartment,530,Kandivali East,Ready to move,Resale,100.0,18867.924528301886
11627,1,Apartment,530,Kandivali East,Ready to move,Resale,105.0,19811.32075471698
11628,1,Apartment,525,Kandivali East,Ready to move,Resale,100.0,19047.619047619046
11629,2,Apartment,660,Kandivali East,Ready to move,Resale,114.99999999999999,17424.24242424242
11631,1,Apartment,573,Vikhroli,Under Construction,New,68.0,11867.3647469459
11632,3,Apartment,900,Ghatkopar East,Ready to move,New,215.0,23888.88888888889
11634,3,Apartment,1200,Powai,Ready to move,Resale,350.0,29166.666666666668
11635,4,Apartment,1508,Powai,Ready to move,Resale,575.0,38129.97347480106
11640,2,Apartment,800,Kanjurmarg,Ready to move,Resale,155.0,19375.0
11641,2,Apartment,750,Kanjurmarg,Ready to move,Resale,145.0,19333.333333333332
11645,1,Apartment,550,Sanpada,Ready to move,Resale,75.0,13636.363636363636
11651,2,Apartment,590,Borivali West,Under Construction,New,161.0,27288.13559322034
11652,2,Apartment,624,Borivali West,Under Construction,New,168.0,26923.076923076922
11653,2,Apartment,627,Borivali West,Ready to move,New,130.0,20733.652312599683
11654,2,Apartment,668,Borivali West,Ready to move,New,140.0,20958.08383233533
11656,3,Apartment,1400,Kharghar,Ready to move,Resale,180.0,12857.142857142857
11664,1,Apartment,585,Sanpada,Ready to move,Resale,90.0,15384.615384615385
11665,3,Apartment,1250,Sanpada,Ready to move,Resale,175.0,14000.0
11671,1,Apartment,575,Sanpada,Ready to move,Resale,75.0,13043.478260869566
11673,1,Apartment,575,Sanpada,Ready to move,Resale,76.0,13217.391304347826
11674,1,Apartment,600,Sanpada,Ready to move,Resale,90.0,15000.0
11679,2,Apartment,900,Kharghar,Ready to move,Resale,85.0,9444.444444444445
11690,1,Apartment,580,Kharghar,Ready to move,Resale,50.0,8620.689655172413
11692,3,Apartment,1500,Kharghar,Ready to move,Resale,155.0,10333.333333333334
11696,1,Apartment,587,Kharghar,Ready to move,Resale,57.0,9710.391822827938
11698,1,Apartment,550,Santacruz East,Ready to move,Resale,114.99999999999999,20909.090909090904
11699,1,Apartment,600,Santacruz East,Ready to move,Resale,110.00000000000001,18333.333333333336
11700,3,Apartment,1100,Thane West,Ready to move,Resale,155.0,14090.90909090909
11701,2,Apartment,881,Santacruz East,Ready to move,Resale,200.0,22701.475595913733
11702,2,Apartment,800,Ghatkopar East,Ready to move,Resale,220.00000000000003,27500.000000000004
11703,2,Apartment,800,Ghatkopar East,Ready to move,Resale,250.0,31250.0
11704,2,Apartment,800,Ghatkopar East,Ready to move,Resale,229.99999999999997,28749.999999999996
11705,3,Apartment,1106,Ghatkopar East,Ready to move,Resale,322.0,29113.92405063291
11706,2,Apartment,750,Ghatkopar East,Ready to move,New,180.0,24000.0
11707,3,Apartment,1046,Ghatkopar East,Ready to move,New,361.0,34512.428298279156
11708,3,Apartment,1046,Ghatkopar East,Ready to move,New,360.0,34416.82600382409
11709,2,Apartment,876,Ghatkopar East,Ready to move,Resale,172.0,19634.703196347033
11710,2,Apartment,750,Ghatkopar East,Ready to move,New,170.0,22666.666666666668
11711,2,Apartment,840,Ghatkopar East,Ready to move,Resale,200.0,23809.52380952381
11712,3,Apartment,1056,Ghatkopar East,Ready to move,New,310.0,29356.060606060608
11713,2,Apartment,800,Kanjurmarg,Ready to move,New,190.0,23750.0
11714,1,Apartment,600,Kanjurmarg,Ready to move,New,133.0,22166.666666666668
11715,3,Apartment,1400,Kanjurmarg,Ready to move,Resale,280.0,20000.0
11727,3,Apartment,1350,Thane West,Ready to move,Resale,215.0,15925.925925925925
11736,2,Apartment,900,Thane West,Ready to move,Resale,140.0,15555.555555555555
11741,1,Apartment,550,Thane West,Ready to move,Resale,63.5,11545.454545454546
11743,1,Apartment,525,Kandivali East,Ready to move,Resale,86.0,16380.952380952382
11746,2,Apartment,509,Jogeshwari West,Under Construction,New,137.0,26915.520628683695
11747,1,Apartment,311,Jogeshwari West,Under Construction,New,83.97,27000.0
11748,2,Apartment,635,Jogeshwari West,Under Construction,New,171.0,26929.133858267716
11749,1,Apartment,405,Jogeshwari West,Under Construction,New,109.00000000000001,26913.580246913585
11754,2,Apartment,672,Thane West,Ready to move,New,103.0,15327.380952380952
11755,1,Apartment,330,Thane West,Ready to move,New,49.98,15145.454545454546
11756,2,Apartment,672,Thane West,Ready to move,New,103.0,15327.380952380952
11757,1,Apartment,330,Thane West,Ready to move,New,49.98,15145.454545454546
11758,2,Apartment,672,Thane West,Ready to move,New,103.0,15327.380952380952
11759,2,Apartment,672,Thane West,Ready to move,New,103.0,15327.380952380952
11760,1,Apartment,330,Thane West,Ready to move,New,49.98,15145.454545454546
11761,1,Apartment,330,Thane West,Ready to move,New,49.98,15145.454545454546
11762,1,Apartment,343,Thane West,Ready to move,New,51.95,15145.772594752187
11763,1,Apartment,343,Thane West,Ready to move,New,51.95,15145.772594752187
11764,2,Apartment,659,Thane West,Ready to move,New,101.0,15326.251896813354
11765,2,Apartment,659,Thane West,Ready to move,New,101.0,15326.251896813354
11766,2,Apartment,505,Thane West,Ready to move,New,77.44,15334.653465346535
11767,2,Apartment,505,Thane West,Ready to move,New,77.44,15334.653465346535
11768,2,Apartment,700,Chembur,Ready to move,Resale,150.0,21428.571428571428
11770,1,Apartment,450,Vikhroli,Under Construction,New,75.0,16666.666666666668
11771,1,Apartment,450,Vikhroli,Under Construction,New,75.0,16666.666666666668
11777,3,Apartment,1452,Chembur,Under Construction,New,332.0,22865.013774104682
11801,3,Apartment,1110,Borivali East,Under Construction,New,157.0,14144.144144144144
11803,1,Apartment,598,Borivali East,Under Construction,New,70.0,11705.685618729098
11825,3,Apartment,1210,Thane West,Ready to move,Resale,215.0,17768.595041322315
11826,2,Apartment,700,Vikhroli,Under Construction,New,120.0,17142.85714285714
11827,1,Apartment,400,Vikhroli,Under Construction,New,68.0,17000.0
11828,1,Apartment,500,Vikhroli,Under Construction,New,69.0,13800.0
11829,1,Apartment,500,Vikhroli,Under Construction,New,79.0,15800.0
11830,1,Apartment,500,Vikhroli,Under Construction,New,68.0,13600.0
11831,2,Apartment,700,Vikhroli,Under Construction,New,100.0,14285.714285714286
11832,1,Apartment,500,Vikhroli,Under Construction,New,80.0,16000.0
11833,2,Apartment,700,Ghatkopar East,Under Construction,New,139.0,19857.14285714286
11834,2,Apartment,890,Ghatkopar East,Under Construction,New,140.0,15730.337078651686
11835,1,Apartment,600,Ghatkopar East,Ready to move,New,100.0,16666.666666666668
11836,2,Apartment,700,Ghatkopar East,Ready to move,New,170.0,24285.714285714286
11837,1,Apartment,500,Ghatkopar East,Ready to move,New,115.99999999999999,23199.999999999996
11838,2,Apartment,800,Ghatkopar East,Under Construction,New,160.0,20000.0
11840,1,Apartment,600,Kandivali East,Ready to move,Resale,105.0,17500.0
11841,3,Apartment,1280,Kandivali East,Ready to move,Resale,220.00000000000003,17187.500000000004
11844,1,Apartment,400,Kandivali East,Ready to move,Resale,70.0,17500.0
11847,1,Apartment,500,Ghatkopar East,Ready to move,New,120.0,24000.0
11852,1,Apartment,525,Kandivali East,Ready to move,Resale,95.0,18095.238095238095
11860,3,Apartment,1500,Thane West,Ready to move,Resale,275.0,18333.333333333332
11861,4,Villa,2000,Thane West,Ready to move,Resale,200.0,10000.0
11862,3,Apartment,1500,Thane West,Ready to move,Resale,290.0,19333.333333333332
11865,3,Apartment,1300,Thane West,Ready to move,Resale,175.0,13461.538461538461
11880,4,Apartment,1800,Ghatkopar East,Under Construction,Resale,505.99999999999994,28111.111111111106
11881,4,Apartment,1500,Ghatkopar East,Under Construction,New,398.0,26533.333333333332
11882,3,Apartment,1400,Ghatkopar East,Under Construction,New,340.0,24285.714285714286
11883,3,Apartment,1200,Ghatkopar East,Under Construction,New,278.0,23166.666666666668
11884,2,Apartment,850,Chembur,Under Construction,New,200.0,23529.41176470588
11885,2,Apartment,800,Chembur,Ready to move,Resale,200.0,25000.0
11886,3,Apartment,900,Chembur,Under Construction,New,170.0,18888.88888888889
11887,2,Apartment,750,Ghatkopar East,Under Construction,New,204.0,27200.0
11890,2,Apartment,670,Colaba,Ready to move,Resale,250.0,37313.432835820895
11891,4,Apartment,1750,Malad East,Ready to move,Resale,409.99999999999994,23428.571428571424
11904,3,Apartment,1380,Thane West,Under Construction,New,279.0,20217.391304347828
11905,2,Apartment,660,Kandivali East,Ready to move,Resale,125.0,18939.39393939394
11909,3,Apartment,1017,Jogeshwari West,Ready to move,New,257.0,25270.40314650934
11910,2,Apartment,820,Jogeshwari West,Ready to move,New,211.0,25731.70731707317
11911,3,Apartment,1286,Jogeshwari West,Ready to move,New,333.0,25894.24572317263
11912,3,Apartment,891,Jogeshwari West,Ready to move,New,227.99999999999997,25589.225589225585
11913,2,Apartment,740,Jogeshwari West,Ready to move,New,191.0,25810.81081081081
11914,3,Apartment,1058,Jogeshwari West,Ready to move,New,266.0,25141.776937618146
11915,2,Apartment,781,Jogeshwari West,Ready to move,New,202.0,25864.276568501922
11926,3,Apartment,1300,Andheri East,Ready to move,New,398.0,30615.384615384617
11929,2,Apartment,700,Andheri East,Ready to move,New,157.0,22428.571428571428
11932,1,Apartment,450,Kandivali East,Ready to move,Resale,86.0,19111.11111111111
11933,3,Apartment,1360,Ghatkopar West,Ready to move,Resale,220.00000000000003,16176.470588235297
11934,3,Apartment,1360,Ghatkopar West,Ready to move,Resale,229.99999999999997,16911.76470588235
11945,1,Apartment,600,Thane West,Ready to move,Resale,47.0,7833.333333333333
11947,2,Apartment,900,Ghatkopar East,Ready to move,Resale,180.0,20000.0
11948,2,Apartment,740,Malad West,Ready to move,Resale,190.0,25675.675675675677
11949,2,Apartment,720,Goregaon West,Under Construction,New,155.0,21527.777777777777
11950,1,Apartment,520,Goregaon West,Under Construction,New,110.00000000000001,21153.846153846156
11952,2,Apartment,850,Thane West,Under Construction,New,114.99999999999999,13529.411764705881
11954,2,Apartment,660,Kandivali East,Ready to move,Resale,125.0,18939.39393939394
11956,1,Apartment,525,Kandivali East,Ready to move,Resale,95.0,18095.238095238095
11958,1,Apartment,525,Kandivali East,Ready to move,Resale,95.0,18095.238095238095
11959,1,Apartment,400,Kandivali East,Ready to move,Resale,70.0,17500.0
11960,1,Apartment,500,Vikhroli,Under Construction,New,69.0,13800.0
11974,1,Apartment,500,Chembur,Under Construction,New,80.0,16000.0
11976,2,Apartment,700,Bandra West,Ready to move,New,195.0,27857.14285714286
11978,3,Apartment,984,Malad West,Under Construction,New,222.00000000000003,22560.9756097561
11979,3,Apartment,984,Malad West,Under Construction,New,222.00000000000003,22560.9756097561
11980,3,Apartment,984,Malad West,Under Construction,New,222.00000000000003,22560.9756097561
11981,3,Apartment,984,Malad West,Under Construction,New,222.00000000000003,22560.9756097561
11982,2,Apartment,772,Malad West,Under Construction,New,174.0,22538.860103626943
11983,2,Apartment,772,Malad West,Under Construction,New,174.0,22538.860103626943
11984,2,Apartment,746,Malad West,Under Construction,New,166.0,22252.01072386059
11985,2,Apartment,746,Malad West,Under Construction,New,166.0,22252.01072386059
11989,2,Apartment,720,Thane West,Under Construction,New,96.0,13333.333333333334
11990,3,Apartment,1326,Thane West,Under Construction,New,336.0,25339.366515837104
11992,1,Apartment,450,Vikhroli,Ready to move,New,85.0,18888.88888888889
11994,2,Apartment,855,Chembur,Ready to move,New,240.0,28070.175438596492
12004,3,Apartment,1300,Thane West,Ready to move,Resale,185.0,14230.76923076923
12005,2,Apartment,900,Thane West,Ready to move,Resale,145.0,16111.111111111111
12013,2,Apartment,548,Karanjade,Under Construction,New,73.06,13332.116788321167
12017,2,Apartment,548,Karanjade,Under Construction,New,73.06,13332.116788321167
12018,2,Apartment,548,Karanjade,Under Construction,New,73.06,13332.116788321167
12021,2,Apartment,547,Karanjade,Under Construction,New,72.93,13332.723948811701
12022,2,Apartment,547,Karanjade,Under Construction,New,72.93,13332.723948811701
12023,2,Apartment,563,Karanjade,Under Construction,New,75.06,13332.149200710479
12024,2,Apartment,563,Karanjade,Under Construction,New,75.06,13332.149200710479
12025,2,Apartment,568,Karanjade,Under Construction,New,75.73,13332.74647887324
12026,2,Apartment,568,Karanjade,Under Construction,New,75.73,13332.74647887324
12027,2,Apartment,549,Karanjade,Under Construction,New,73.19,13331.51183970856
12028,2,Apartment,549,Karanjade,Under Construction,New,73.19,13331.51183970856
12044,1,Apartment,500,Ghatkopar East,Under Construction,New,96.0,19200.0
12059,2,Apartment,840,Mulund West,Under Construction,New,159.0,18928.571428571428
12060,2,Apartment,840,Mulund West,Under Construction,New,165.0,19642.85714285714
12061,3,Apartment,1500,Kharghar,Ready to move,Resale,260.0,17333.333333333332
12065,3,Apartment,1500,Kharghar,Ready to move,Resale,250.0,16666.666666666668
12066,2,Apartment,855,Thane West,Under Construction,New,120.0,14035.087719298246
12067,2,Apartment,835,Thane West,Under Construction,New,137.0,16407.185628742514
12068,2,Apartment,855,Thane West,Ready to move,Resale,155.0,18128.654970760235
12069,1,Apartment,580,Thane West,Ready to move,Resale,70.0,12068.965517241379
12070,2,Apartment,575,Kharghar,Under Construction,New,87.0,15130.434782608696
12071,3,Apartment,929,Kharghar,Under Construction,New,140.0,15069.967707212056
12075,3,Apartment,1450,Mira Road East,Under Construction,New,120.0,8275.862068965518
12076,1,Apartment,490,Mira Road East,Under Construction,New,60.0,12244.897959183674
12077,3,Apartment,1260,Nerul,Ready to move,Resale,219.0,17380.95238095238
12078,3,Apartment,1245,Kandivali East,Ready to move,Resale,190.0,15261.044176706828
12092,3,Apartment,1200,Mulund West,Ready to move,Resale,250.0,20833.333333333332
12093,2,Apartment,800,Ghatkopar West,Ready to move,New,170.0,21250.0
12095,2,Apartment,850,Ghatkopar West,Ready to move,New,165.0,19411.764705882353
12096,2,Apartment,800,Ghatkopar East,Under Construction,New,147.0,18375.0
12098,2,Apartment,738,Malad West,Under Construction,New,134.0,18157.18157181572
12099,2,Apartment,738,Malad West,Under Construction,New,134.0,18157.18157181572
12100,3,Apartment,999,Malad West,Under Construction,New,188.0,18818.818818818818
12101,3,Apartment,999,Malad West,Under Construction,New,188.0,18818.818818818818
12102,3,Apartment,1150,Malad West,Under Construction,New,190.0,16521.739130434784
12103,3,Apartment,1150,Malad West,Under Construction,New,190.0,16521.739130434784
12104,1,Apartment,501,Malad West,Under Construction,New,95.0,18962.075848303393
12105,1,Apartment,501,Malad West,Under Construction,New,95.0,18962.075848303393
12106,2,Apartment,623,Malad West,Under Construction,New,120.0,19261.637239165328
12107,2,Apartment,623,Malad West,Under Construction,New,120.0,19261.637239165328
12108,2,Apartment,631,Malad West,Under Construction,New,121.0,19175.911251980982
12109,2,Apartment,631,Malad West,Under Construction,New,121.0,19175.911251980982
12110,2,Apartment,744,Malad West,Under Construction,New,137.0,18413.978494623654
12111,2,Apartment,744,Malad West,Under Construction,New,137.0,18413.978494623654
12113,1,Apartment,580,Thane West,Ready to move,Resale,46.0,7931.0344827586205
12120,1,Apartment,450,Vikhroli,Under Construction,New,75.0,16666.666666666668
